"Utilization Type",State,NDC,"Labeler Code","Product Code","Package Size",Year,Quarter,"Suppression Used","Product Name","Units Reimbursed","Number of Prescriptions","Total Amount Reimbursed","Medicaid Amount Reimbursed","Non-medicaid Amount Reimbursed"
FFSU,AR,00074909332,00074,9093,32,1995,4,false,"FENTANYL C",154.000,75.000000000,469.26,0.00,0.00
FFSU,AR,00074909335,00074,9093,35,1995,4,false,"FENTANYL C",75.000,14.000000000,98.55,0.00,0.00
FFSU,AR,00074909332,00074,9093,32,1995,3,false,"FENTANYL C",162.000,75.000000000,466.57,0.00,0.00
FFSU,AR,00074909335,00074,9093,35,1995,3,false,"FENTANYL C",121.000,24.000000000,161.73,0.00,0.00
FFSU,AR,00074909332,00074,9093,32,1995,2,false,"FENTANYL C",162.000,80.000000000,484.18,0.00,0.00
FFSU,AR,00074909335,00074,9093,35,1995,2,false,"FENTANYL C",130.000,26.000000000,178.34,0.00,0.00
FFSU,AR,00074909332,00074,9093,32,1995,1,false,"FENTANYL C",122.000,57.000000000,368.52,0.00,0.00
FFSU,AR,00074909335,00074,9093,35,1995,1,false,"FENTANYL C",30.000,14.000000000,98.55,0.00,0.00
FFSU,FL,00074909332,00074,9093,32,1995,4,false,"FENTANYL C",28.000,14.000000000,112.56,0.00,0.00
FFSU,FL,00074909332,00074,9093,32,1995,3,false,"FENTANYL C",33.000,16.000000000,127.33,0.00,0.00
FFSU,GA,50458003305,50458,0033,05,1995,3,false,"FENTANYL  ",3651.000,470.000000000,37908.84,0.00,0.00
FFSU,GA,50458003405,50458,0034,05,1995,3,false,"FENTANYL  ",3639.000,428.000000000,55302.56,0.00,0.00
FFSU,GA,50458003505,50458,0035,05,1995,3,false,"FENTANYL  ",1142.000,129.000000000,25976.56,0.00,0.00
FFSU,GA,50458003605,50458,0036,05,1995,3,false,"FENTANYL  ",1513.000,130.000000000,42780.78,0.00,0.00
FFSU,MO,00641111633,00641,1116,33,1995,3,false,"FENTANYL C",42.000,21.000000000,124.74,0.00,0.00
FFSU,MO,00641111633,00641,1116,33,1995,2,false,"FENTANYL C",71.000,36.000000000,212.87,0.00,0.00
FFSU,MO,00641111633,00641,1116,33,1995,1,false,"FENTANYL C",33.000,17.000000000,100.05,0.00,0.00
FFSU,XX,00074909332,00074,9093,32,1995,4,false,"FENTANYL C",186.000,92.000000000,592.24,0.00,0.00
FFSU,XX,00074909335,00074,9093,35,1995,4,false,"FENTANYL C",80.000,15.000000000,109.03,0.00,0.00
FFSU,XX,00641111633,00641,1116,33,1995,4,false,"FENTANYL C",38.000,15.000000000,94.97,0.00,0.00
FFSU,XX,00074909332,00074,9093,32,1995,3,false,"FENTANYL C",195.000,91.000000000,593.90,0.00,0.00
FFSU,XX,00074909335,00074,9093,35,1995,3,false,"FENTANYL C",121.000,24.000000000,161.73,0.00,0.00
FFSU,XX,00641111633,00641,1116,33,1995,3,false,"FENTANYL C",148.000,54.000000000,337.85,0.00,0.00
FFSU,XX,00074909332,00074,9093,32,1995,2,false,"FENTANYL C",222.000,81.000000000,588.47,104.29,0.00
FFSU,XX,00074909335,00074,9093,35,1995,2,false,"FENTANYL C",130.000,26.000000000,178.34,0.00,0.00
FFSU,XX,00641111633,00641,1116,33,1995,2,false,"FENTANYL C",154.000,75.000000000,454.20,11.31,0.00
FFSU,XX,00074909332,00074,9093,32,1995,1,false,"FENTANYL C",142.000,58.000000000,373.44,4.92,0.00
FFSU,XX,00074909335,00074,9093,35,1995,1,false,"FENTANYL C",30.000,14.000000000,98.55,0.00,0.00
FFSU,XX,00641111633,00641,1116,33,1995,1,false,"FENTANYL C",107.000,43.000000000,283.78,0.00,0.00
FFSU,VA,00641111633,00641,1116,33,1995,4,false,"FENTANYL C",26.000,12.000000000,71.18,0.00,0.00
FFSU,VA,00641111633,00641,1116,33,1995,3,false,"FENTANYL C",55.000,29.000000000,145.78,0.00,0.00
FFSU,VA,00641111633,00641,1116,33,1995,2,false,"FENTANYL C",56.000,28.000000000,170.41,0.00,0.00
FFSU,VA,00641111633,00641,1116,33,1995,1,false,"FENTANYL C",46.000,21.000000000,130.14,0.00,0.00
